filepath,species,freshness,species_idx,freshness_idx,combined_class
Rastrelliger Faughni - Not Fresh/IMG_20191018_055208.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_060356_5.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_062702_1.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_060244_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054741.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055731.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055848_2.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062649.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_073144_1.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062430.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20190930_070806.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191017_063837.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054007.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Rastrelliger Faughni - Fresh/IMG_20191113_055540_1.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_062929.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191014_064903.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_061955.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_062751_4.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063924.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063401.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191018_060456.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063323_1.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_073853_4.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_070836.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_060619.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060714_4.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062505_3.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060628.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_071628.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_074426.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191019_063145.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063535.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061749.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062625.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_070740.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054654.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191014_071227.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_061408.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Chanos Chanos - Fresh/IMG_20191112_051904.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_074752.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072736_4.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191112_053414_1.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054215_6.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191019_060019.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063413_4.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063250.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_070457.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054956_2.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061416_2.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055402.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20190930_070610.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_080200_3.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191015_070338.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191017_061856.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Chanos Chanos - Fresh/IMG_20191112_052058.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_075631.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191016_063804.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054146.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_055012.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055804_2.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191111_062345_4.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191115_053241.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055235_2.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055507_2.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054940.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Nibea Albiflora - Fresh/IMG_20191112_064018_1.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191111_062306_4.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_064233.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191019_062458.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_061522_4.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062221_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055124_2.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054812.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062537_1.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191014_065903.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_055808.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191004_064553.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_064421.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063629.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062505_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_063807_2.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Chanos Chanos - Fresh/IMG_20191113_052559.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191004_064236.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_063245.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063528.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Chanos Chanos - Fresh/IMG_20191113_051903.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054457.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061104.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054215_!.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191018_060753.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20191110_060836.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_063519.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_070444.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055347.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062048.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_061420.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Chanos Chanos - Fresh/IMG_20191112_051739.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191018_060542.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191014_070331.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Nibea Albiflora - Fresh/IMG_20191112_061729_3.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055641_5.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055504.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191014_070750.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191014_065556.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060029_1.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_064136_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_062732.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191015_062246.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191017_071425.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061911.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_074333_2.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055124_6.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191016_064350.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Johnius Trachycephalus - Fresh/IMG_20191016_070358.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Chanos Chanos - Highly Fresh/IMG_20191110_081654.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_061638.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191015_071927.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062726_1.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191019_062726.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Chanos Chanos - Not Fresh/IMG_20191005_071642.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Nibea Albiflora - Fresh/IMG_20191112_061809_1.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055027.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_061355_4.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060149.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191016_063355.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191014_064918.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_061042.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054634_5.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191018_061653.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055917_!.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191016_062900.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054430.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060920_2.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_063450.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055445_3.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_055427.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061132_1.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_063443.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Upeneus Moluccensis - Fresh/IMG_20191017_062833.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_053735.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191115_052812.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055538_5.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_070155.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20190930_072159.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20190930_070911.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080942_4.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055218_1.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080914.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191019_055627.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054158.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Chanos Chanos - Not Fresh/IMG_20191004_063930.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060407_2.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055445_6.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Chanos Chanos - Fresh/IMG_20191113_051640.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Rastrelliger Faughni - Fresh/IMG_20191017_064413.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080623.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_061429.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063806.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080739_3.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191114_054206.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191112_053328.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062357.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Chanos Chanos - Highly Fresh/IMG_20191110_081356.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191005_072223.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Chanos Chanos - Fresh/IMG_20191002_063623.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055140_2.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191015_063305.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191110_060705.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191112_054101_6.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060721_3.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_062909.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054231.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191014_072731.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054659.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055648_7.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054424_1.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061612_3.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055554_2.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Chanos Chanos - Fresh/IMG_20191113_052555.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060916_2.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191112_053749.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055127.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
